,Unnamed: 0,Sentence #,tok,pos,tag
1000,1000,,toads,NNS,B-OBJ
1001,1001,,",",",",O
1002,1002,,I,PRP,O
1003,1003,,think,VBP,O
1004,1004,,it,PRP,O
1005,1005,,'s,VBZ,O
1006,1006,,important,JJ,O
1007,1007,,to,TO,O
1008,1008,,keep,VB,O
1009,1009,,the,DT,O
1010,1010,,numbers,NNS,O
1011,1011,,within,IN,O
1012,1012,,reason,NN,O
1013,1013,,.,.,O
1014,1014,55.0,Furthermore,RB,O
1015,1015,,",",",",O
1016,1016,,these,DT,O
1017,1017,,INGO,NNP,O
1018,1018,,practitioners,NNS,O
1019,1019,,constructed,VBN,O
1020,1020,,a,DT,O
1021,1021,,discourse,NN,B-SUBJ
1022,1022,,around,IN,O
1023,1023,,participation,NN,B-OBJ
1024,1024,,which,WDT,O
1025,1025,,distorted,VBN,O
1026,1026,,the,DT,O
1027,1027,,real,JJ,O
1028,1028,,significance,NN,O
1029,1029,,of,IN,O
1030,1030,,participation,NN,O
1031,1031,,.,.,O
1032,1032,56.0,Kelvin,NNP,O
1033,1033,,bought,VBD,O
1034,1034,,a,DT,O
1035,1035,,silver,JJ,B-SUBJ
1036,1036,,ring,NN,B-OBJ
1037,1037,,which,WDT,O
1038,1038,,he,PRP,O
1039,1039,,was,VBD,O
1040,1040,,so,RB,O
1041,1041,,happy,JJ,O
1042,1042,,with,IN,O
1043,1043,,and,CC,O
1044,1044,,he,PRP,O
1045,1045,,keeps,VBZ,O
1046,1046,,wearing,VBG,O
1047,1047,,it,PRP,O
1048,1048,,now,RB,O
1049,1049,,even,RB,O
1050,1050,,though,IN,O
1051,1051,,its,PRP$,O
1052,1052,,abit,VBP,O
1053,1053,,too,RB,O
1054,1054,,big,JJ,O
1055,1055,,haha,NN,O
1056,1056,,.,.,O
1057,1057,57.0,Scientists,NNS,O
1058,1058,,are,VBP,O
1059,1059,,in,IN,O
1060,1060,,the,DT,O
1061,1061,,midst,NN,O
1062,1062,,of,IN,O
1063,1063,,an,DT,O
1064,1064,,ongoing,JJ,O
1065,1065,,debate,NN,B-SUBJ
1066,1066,,about,IN,O
1067,1067,,the,DT,O
1068,1068,,relative,JJ,O
1069,1069,,value,NN,B-OBJ
1070,1070,,of,IN,O
1071,1071,,openness,NN,O
1072,1072,,and,CC,O
1073,1073,,collaboration,NN,O
1074,1074,,in,IN,O
1075,1075,,their,PRP$,O
1076,1076,,profession,NN,O
1077,1077,,.,.,O
1078,1078,58.0,This,DT,O
1079,1079,,cut,NN,O
1080,1080,,blue,JJ,O
1081,1081,,and,CC,O
1082,1082,,white,JJ,O
1083,1083,,striped,VBD,O
1084,1084,,cotton,NN,O
1085,1085,,dress,NN,B-SUBJ
1086,1086,,with,IN,O
1087,1087,,red,JJ,O
1088,1088,,bands,NNS,O
1089,1089,,on,IN,O
1090,1090,,the,DT,O
1091,1091,,bodice,NN,O
1092,1092,,was,VBD,O
1093,1093,,in,IN,O
1094,1094,,a,DT,O
1095,1095,,trunk,NN,B-OBJ
1096,1096,,of,IN,O
1097,1097,,vintage,JJ,O
1098,1098,,Barbie,NNP,O
1099,1099,,clothing,NN,O
1100,1100,,.,.,O
1101,1101,59.0,My,PRP$,O
1102,1102,,major,JJ,O
1103,1103,,disagreement,NN,B-SUBJ
1104,1104,,with,IN,O
1105,1105,,Lyons,NNP,O
1106,1106,,concerns,VBZ,O
1107,1107,,the,DT,O
1108,1108,,causal,JJ,B-OBJ
1109,1109,,part,NN,I-OBJ
1110,1110,,of,IN,O
1111,1111,,his,PRP$,O
1112,1112,,theory,NN,O
1113,1113,,.,.,O
1114,1114,60.0,Both,PDT,O
1115,1115,,his,PRP$,O
1116,1116,,feet,NNS,B-SUBJ
1117,1117,,have,VBP,O
1118,1118,,been,VBN,O
1119,1119,,moving,VBG,O
1120,1120,,into,IN,O
1121,1121,,the,DT,O
1122,1122,,ball,NN,B-OBJ
1123,1123,,.,.,O
1124,1124,61.0,The,DT,O
1125,1125,,scissors,NNS,O
1126,1126,,were,VBD,O
1127,1127,,in,IN,O
1128,1128,,a,DT,O
1129,1129,,small,JJ,O
1130,1130,,plastic,JJ,O
1131,1131,,soap,NN,O
1132,1132,,container,NN,O
1133,1133,,",",",",O
1134,1134,,next,JJ,O
1135,1135,,to,TO,O
1136,1136,,a,DT,O
1137,1137,,bar,NN,O
1138,1138,,of,IN,O
1139,1139,,soap,NN,O
1140,1140,,",",",",O
1141,1141,,and,CC,O
1142,1142,,the,DT,O
1143,1143,,box,NN,B-SUBJ
1144,1144,,cutters,NNS,I-SUBJ
1145,1145,,were,VBD,O
1146,1146,,in,IN,O
1147,1147,,a,DT,O
1148,1148,,box,NN,B-OBJ
1149,1149,,next,JJ,O
1150,1150,,to,TO,O
1151,1151,,a,DT,O
1152,1152,,bottle,NN,O
1153,1153,,of,IN,O
1154,1154,,after-shave,JJ,O
1155,1155,,lotion,NN,O
1156,1156,,.,.,O
1157,1157,62.0,A,DT,O
1158,1158,,great,JJ,O
1159,1159,,wing,NN,B-SUBJ
1160,1160,,of,IN,O
1161,1161,,fluorite,JJ,O
1162,1162,,dragons,NNS,B-OBJ
1163,1163,,",",",",O
1164,1164,,the,DT,O
1165,1165,,greatest,JJS,O
1166,1166,,concentration,NN,O
1167,1167,,of,IN,O
1168,1168,,the,DT,O
1169,1169,,rather,RB,O
1170,1170,,solitary,JJ,O
1171,1171,,dragons,NNS,O
1172,1172,,ever,RB,O
1173,1173,,known,VBN,O
1174,1174,,",",",",O
1175,1175,,joined,VBD,O
1176,1176,,the,DT,O
1177,1177,,desperate,JJ,O
1178,1178,,battle,NN,O
1179,1179,,with,IN,O
1180,1180,,the,DT,O
1181,1181,,blues,NNS,O
1182,1182,,and,CC,O
1183,1183,,silvers,NNS,O
1184,1184,,against,IN,O
1185,1185,,Chaos,NNP,O
1186,1186,,.,.,O
1187,1187,63.0,As,IN,O
1188,1188,,a,DT,O
1189,1189,,control,NN,O
1190,1190,,",",",",O
1191,1191,,cowpea,NN,B-SUBJ
1192,1192,,was,VBD,O
1193,1193,,sealed,VBN,O
1194,1194,,in,IN,O
1195,1195,,double,JJ,B-OBJ
1196,1196,,bags,NNS,I-OBJ
1197,1197,,without,IN,O
1198,1198,,fumigant,NN,O
1199,1199,,.,.,O
1200,1200,64.0,The,DT,O
1201,1201,,infectious,JJ,O
1202,1202,,bacterial,JJ,O
1203,1203,,disease,NN,O
1204,1204,,brucellosis,NNS,B-SUBJ
1205,1205,,has,VBZ,O
1206,1206,,been,VBN,O
1207,1207,,found,VBN,O
1208,1208,,in,IN,O
1209,1209,,a,DT,O
1210,1210,,beef,NN,O
1211,1211,,cow,NN,B-OBJ
1212,1212,,in,IN,O
1213,1213,,eastern,JJ,O
1214,1214,,Idaho,NNP,O
1215,1215,,.,.,O
1216,1216,65.0,As,IN,O
1217,1217,,the,DT,O
1218,1218,,Anglo-Norman,JJ,O
1219,1219,,force,NN,O
1220,1220,,sustained,VBD,O
1221,1221,,but,CC,O
1222,1222,,little,JJ,O
1223,1223,,loss,NN,O
1224,1224,,in,IN,O
1225,1225,,this,DT,O
1226,1226,,battle,NN,O
1227,1227,,",",",",O
1228,1228,,their,PRP$,O
1229,1229,,archers,NNS,O
1230,1230,,at,IN,O
1231,1231,,the,DT,O
1232,1232,,onset,NN,O
1233,1233,,showered,VBD,O
1234,1234,,a,DT,O
1235,1235,,hail,NN,O
1236,1236,,of,IN,O
1237,1237,,arrows,NNS,O
1238,1238,,upon,IN,O
1239,1239,,the,DT,O
1240,1240,,Irish,JJ,O
1241,1241,,host,NN,O
1242,1242,,who,WP,O
1243,1243,,were,VBD,O
1244,1244,,not,RB,O
1245,1245,,protected,VBN,O
1246,1246,,with,IN,O
1247,1247,,mail,NN,O
1248,1248,,armour,NN,O
1249,1249,,",",",",O
1250,1250,,and,CC,O
1251,1251,,shot,VBD,O
1252,1252,,them,PRP,O
1253,1253,,down,RB,O
1254,1254,,in,IN,O
1255,1255,,hundreds,NNS,O
1256,1256,,before,IN,O
1257,1257,,they,PRP,O
1258,1258,,could,MD,O
1259,1259,,get,VB,O
1260,1260,,to,TO,O
1261,1261,,close,VB,O
1262,1262,,quarters,NNS,O
1263,1263,,;,:,O
1264,1264,,and,CC,O
1265,1265,,then,RB,O
1266,1266,,the,DT,O
1267,1267,,charge,NN,O
1268,1268,,of,IN,O
1269,1269,,the,DT,O
1270,1270,,heavy,JJ,O
1271,1271,,Anglo-Norman,JJ,O
1272,1272,,cavalry,NN,O
1273,1273,,of,IN,O
1274,1274,,mail-clad,JJ,O
1275,1275,,knights,NNS,O
1276,1276,,",",",",O
1277,1277,,completed,VBD,O
1278,1278,,the,DT,O
1279,1279,,havoc,NN,O
1280,1280,,and,CC,O
1281,1281,,rout,NN,B-SUBJ
1282,1282,,of,IN,O
1283,1283,,the,DT,O
1284,1284,,undisciplined,JJ,O
1285,1285,,Gaelic,JJ,O
1286,1286,,hosts,NNS,B-OBJ
1287,1287,,.,.,O
1288,1288,66.0,The,DT,O
1289,1289,,first,JJ,O
1290,1290,,incarnation,NN,O
1291,1291,,of,IN,O
1292,1292,,this,DT,O
1293,1293,,series,NN,O
1294,1294,,was,VBD,O
1295,1295,,set,VBN,O
1296,1296,,in,IN,O
1297,1297,,the,DT,O
1298,1298,,1940s,NNS,O
1299,1299,,",",",",O
1300,1300,,during,IN,O
1301,1301,,World,NNP,O
1302,1302,,War,NNP,O
1303,1303,,II,NNP,O
1304,1304,,",",",",O
1305,1305,,when,WRB,O
1306,1306,,the,DT,O
1307,1307,,princess,NNS,B-SUBJ
1308,1308,,left,VBD,O
1309,1309,,her,PRP$,O
1310,1310,,native,JJ,O
1311,1311,,paradise,NN,O
1312,1312,,island,NN,B-OBJ
1313,1313,,-LRB-,-LRB-,O
1314,1314,,where,WRB,O
1315,1315,,Amazon,NNP,O
1316,1316,,women,NNS,O
1317,1317,,had,VBD,O
1318,1318,,lived,VBN,O
1319,1319,,for,IN,O
1320,1320,,centuries,NNS,O
1321,1321,,-RRB-,-RRB-,O
1322,1322,,to,TO,O
1323,1323,,help,VB,O
1324,1324,,the,DT,O
1325,1325,,U.S.,NNP,O
1326,1326,,foil,VB,O
1327,1327,,the,DT,O
1328,1328,,Nazis,NNPS,O
1329,1329,,.,.,O
1330,1330,67.0,Cieply,NNP,O
1331,1331,,'s,POS,O
1332,1332,,story,NN,B-SUBJ
1333,1333,,makes,VBZ,O
1334,1334,,a,DT,O
1335,1335,,compelling,JJ,O
1336,1336,,point,NN,B-OBJ
1337,1337,,about,IN,O
1338,1338,,modern-day,JJ,O
1339,1339,,studio,NN,O
1340,1340,,economics,NNS,O
1341,1341,,.,.,O
1342,1342,68.0,We,PRP,O
1343,1343,,poured,VBD,O
1344,1344,,the,DT,O
1345,1345,,milk,NN,B-SUBJ
1346,1346,,into,IN,O
1347,1347,,the,DT,O
1348,1348,,pumpkin,NN,B-OBJ
1349,1349,,mixture,NN,I-OBJ
1350,1350,,.,.,O
1351,1351,69.0,Lawyers,NNS,O
1352,1352,,in,IN,O
1353,1353,,Detroit,NNP,O
1354,1354,,also,RB,O
1355,1355,,worked,VBD,O
1356,1356,,overtime,RB,O
1357,1357,,as,IN,O
1358,1358,,several,JJ,O
1359,1359,,lawsuits,NNS,B-SUBJ
1360,1360,,ensued,VBD,O
1361,1361,,from,IN,O
1362,1362,,angry,JJ,O
1363,1363,,and,CC,O
1364,1364,,injured,VBN,O
1365,1365,,fans,NNS,B-OBJ
1366,1366,,.,.,O
1367,1367,70.0,The,DT,O
1368,1368,,continuing,VBG,O
1369,1369,,Nigerian,NNP,O
1370,1370,,outbreak,NN,B-SUBJ
1371,1371,,is,VBZ,O
1372,1372,,the,DT,O
1373,1373,,biggest,JJS,O
1374,1374,,ever,RB,O
1375,1375,,caused,VBN,O
1376,1376,,by,IN,O
1377,1377,,the,DT,O
1378,1378,,vaccine,NN,B-OBJ
1379,1379,,.,.,O
1380,1380,71.0,Our,PRP$,O
1381,1381,,mercenary,JJ,O
1382,1382,,Army,NN,O
1383,1383,,has,VBZ,O
1384,1384,,now,RB,O
1385,1385,,degenerated,VBN,O
1386,1386,,into,IN,O
1387,1387,,a,DT,O
1388,1388,,Godless,NNP,O
1389,1389,,cabal,NN,B-SUBJ
1390,1390,,of,IN,O
1391,1391,,mindless,JJ,O
1392,1392,,killers,NNS,B-OBJ
1393,1393,,not,RB,O
1394,1394,,unlike,IN,O
1395,1395,,the,DT,O
1396,1396,,Soviets,NNPS,O
1397,1397,,that,WDT,O
1398,1398,,were,VBD,O
1399,1399,,butchering,VBG,O
1400,1400,,civilians,NNS,O
1401,1401,,in,IN,O
1402,1402,,Afghanistan,NNP,O
1403,1403,,-LRB-,-LRB-,O
1404,1404,,exactly,RB,O
1405,1405,,as,RB,O
1406,1406,,sadistically,JJ,O
1407,1407,,as,IN,O
1408,1408,,we,PRP,O
1409,1409,,have,VBP,O
1410,1410,,-RRB-,-RRB-,O
1411,1411,,.,.,O
1412,1412,72.0,The,DT,O
1413,1413,,fire,NN,B-SUBJ
1414,1414,,inside,IN,O
1415,1415,,WTC,NNP,O
1416,1416,,was,VBD,O
1417,1417,,caused,VBN,O
1418,1418,,by,IN,O
1419,1419,,exploding,VBG,O
1420,1420,,fuel,NN,B-OBJ
1421,1421,,.,.,O
1422,1422,73.0,The,DT,O
1423,1423,,epithelium,NN,B-SUBJ
1424,1424,,from,IN,O
1425,1425,,the,DT,O
1426,1426,,knockout,NN,O
1427,1427,,mouse,NN,O
1428,1428,,bladder,NN,O
1429,1429,,is,VBZ,O
1430,1430,,migrating,VBG,O
1431,1431,,into,IN,O
1432,1432,,the,DT,O
1433,1433,,transplanted,VBN,O
1434,1434,,matrix,NN,B-OBJ
1435,1435,,.,.,O
1436,1436,74.0,The,DT,O
1437,1437,,staff,NN,B-SUBJ
1438,1438,,was,VBD,O
1439,1439,,removed,VBN,O
1440,1440,,from,IN,O
1441,1441,,his,PRP$,O
1442,1442,,position,NN,B-OBJ
1443,1443,,.,.,O
1444,1444,75.0,The,DT,O
1445,1445,,suffering,NN,B-SUBJ
1446,1446,,caused,VBN,O
1447,1447,,by,IN,O
1448,1448,,the,DT,O
1449,1449,,terrorists,NNS,B-OBJ
1450,1450,,is,VBZ,O
1451,1451,,the,DT,O
1452,1452,,real,JJ,O
1453,1453,,torture,NN,O
1454,1454,,.,.,O
1455,1455,76.0,This,DT,O
1456,1456,,love,NN,B-SUBJ
1457,1457,,of,IN,O
1458,1458,,nature,NN,O
1459,1459,,'s,POS,O
1460,1460,,gift,NN,O
1461,1461,,has,VBZ,O
1462,1462,,been,VBN,O
1463,1463,,reflected,VBN,O
1464,1464,,in,IN,O
1465,1465,,artworks,NNS,B-OBJ
1466,1466,,dating,VBG,O
1467,1467,,back,RP,O
1468,1468,,more,JJR,O
1469,1469,,than,IN,O
1470,1470,,a,DT,O
1471,1471,,thousand,CD,O
1472,1472,,years,NNS,O
1473,1473,,.,.,O
1474,1474,77.0,The,DT,O
1475,1475,,court,NN,B-SUBJ
1476,1476,,decided,VBD,O
1477,1477,,the,DT,O
1478,1478,,objection,NN,O
1479,1479,,by,IN,O
1480,1480,,making,VBG,O
1481,1481,,the,DT,O
1482,1482,,instalment,JJ,O
1483,1483,,order,NN,B-OBJ
1484,1484,,as,IN,O
1485,1485,,sought,VBD,O
1486,1486,,.,.,O
1487,1487,78.0,In,IN,O
1488,1488,,a,DT,O
1489,1489,,poetic,JJ,O
1490,1490,,twist,NN,O
1491,1491,,",",",",O
1492,1492,,the,DT,O
1493,1493,,tsunami,NN,B-SUBJ
1494,1494,,triggered,VBD,O
1495,1495,,by,IN,O
1496,1496,,the,DT,O
1497,1497,,rock,NN,O
1498,1498,,band,NN,B-OBJ
1499,1499,,forced,VBN,O
1500,1500,,many,JJ,O
1501,1501,,American,JJ,O
1502,1502,,jazz,NN,O
1503,1503,,and,CC,O
1504,1504,,blues,NN,O
1505,1505,,singers,NNS,O
1506,1506,,to,TO,O
1507,1507,,seek,VB,O
1508,1508,,work,NN,O
1509,1509,,in,IN,O
1510,1510,,the,DT,O
1511,1511,,United,NNP,O
1512,1512,,Kingdom,NNP,O
1513,1513,,",",",",O
1514,1514,,which,WDT,O
1515,1515,,is,VBZ,O
1516,1516,,where,WRB,O
1517,1517,,Anderson,NNP,O
1518,1518,,found,VBD,O
1519,1519,,a,DT,O
1520,1520,,receptive,JJ,O
1521,1521,,audience,NN,O
1522,1522,,in,IN,O
1523,1523,,1965,CD,O
1524,1524,,.,.,O
1525,1525,79.0,Leakage,NN,B-SUBJ
1526,1526,,and,CC,O
1527,1527,,fire,NN,O
1528,1528,,caused,VBD,O
1529,1529,,due,JJ,O
1530,1530,,to,TO,O
1531,1531,,corrosion,NN,B-OBJ
1532,1532,,of,IN,O
1533,1533,,bypass,NN,O
1534,1534,,piping,NN,O
1535,1535,,for,IN,O
1536,1536,,recirculation,NN,O
1537,1537,,gas,NN,O
1538,1538,,at,IN,O
1539,1539,,a,DT,O
1540,1540,,fuel,NN,O
1541,1541,,oil,NN,O
1542,1542,,desulphurization,NN,O
1543,1543,,unit,NN,O
1544,1544,,.,.,O
1545,1545,80.0,A,DT,O
1546,1546,,team,NN,O
1547,1547,,of,IN,O
1548,1548,,students,NNS,O
1549,1549,,from,IN,O
1550,1550,,Virginia,NNP,O
1551,1551,,Tech,NNP,O
1552,1552,,University,NNP,O
1553,1553,,have,VBP,O
1554,1554,,created,VBN,O
1555,1555,,a,DT,O
1556,1556,,vehicle,NN,O
1557,1557,,that,WDT,O
1558,1558,,allows,VBZ,O
1559,1559,,vision,NN,O
1560,1560,,impaired,VBN,O
1561,1561,,drivers,NNS,B-SUBJ
1562,1562,,to,TO,O
1563,1563,,take,VB,O
1564,1564,,control,NN,O
1565,1565,,of,IN,O
1566,1566,,the,DT,O
1567,1567,,wheel,NN,B-OBJ
1568,1568,,.,.,O
1569,1569,81.0,BMW,NNP,O
1570,1570,,'s,POS,O
1571,1571,,iDrive,JJ,O
1572,1572,,4.0,NN,O
1573,1573,,brings,VBZ,O
1574,1574,,in,IN,O
1575,1575,,a,DT,O
1576,1576,,horde,NN,B-SUBJ
1577,1577,,of,IN,O
1578,1578,,new,JJ,O
1579,1579,,features,NNS,B-OBJ
1580,1580,,.,.,O
1581,1581,82.0,The,DT,O
1582,1582,,metal,NN,O
1583,1583,,ball,NN,B-SUBJ
1584,1584,,makes,VBZ,O
1585,1585,,a,DT,O
1586,1586,,ding,VBG,O
1587,1587,,ding,JJ,O
1588,1588,,ding,NN,O
1589,1589,,noise,NN,B-OBJ
1590,1590,,when,WRB,O
1591,1591,,it,PRP,O
1592,1592,,swings,VBZ,O
1593,1593,,back,RB,O
1594,1594,,and,CC,O
1595,1595,,hits,VBZ,O
1596,1596,,the,DT,O
1597,1597,,metal,NN,O
1598,1598,,body,NN,O
1599,1599,,of,IN,O
1600,1600,,the,DT,O
1601,1601,,lamp,NN,O
1602,1602,,.,.,O
1603,1603,83.0,It,PRP,O
1604,1604,,consists,VBZ,O
1605,1605,,of,IN,O
1606,1606,,an,DT,O
1607,1607,,ensemble,NN,B-SUBJ
1608,1608,,of,IN,O
1609,1609,,ladies,NNS,B-OBJ
1610,1610,,who,WP,O
1611,1611,,are,VBP,O
1612,1612,,highly,RB,O
1613,1613,,qualified,VBN,O
1614,1614,,to,TO,O
1615,1615,,play,VB,O
1616,1616,,various,JJ,O
1617,1617,,Arabic,JJ,O
1618,1618,,musical,JJ,O
1619,1619,,instruments,NNS,O
1620,1620,,.,.,O
1621,1621,84.0,It,PRP,O
1622,1622,,underscores,VBZ,O
1623,1623,,the,DT,O
1624,1624,,need,NN,O
1625,1625,,for,IN,O
1626,1626,,continued,VBN,O
1627,1627,,surveillance,NN,O
1628,1628,,of,IN,O
1629,1629,,nicotine,NN,O
1630,1630,,delivery,NN,O
1631,1631,,in,IN,O
1632,1632,,products,NNS,B-SUBJ
1633,1633,,created,VBN,O
1634,1634,,by,IN,O
1635,1635,,an,DT,O
1636,1636,,unregulated,JJ,O
1637,1637,,industry,NN,B-OBJ
1638,1638,,.,.,O
1639,1639,85.0,Unlike,IN,O
1640,1640,,other,JJ,O
1641,1641,,fish,NN,O
1642,1642,,",",",",O
1643,1643,,grunion,NN,O
1644,1644,,come,VBP,O
1645,1645,,out,RP,O
1646,1646,,of,IN,O
1647,1647,,the,DT,O
1648,1648,,water,NN,O
1649,1649,,completely,RB,O
1650,1650,,to,TO,O
1651,1651,,lay,VB,O
1652,1652,,their,PRP$,O
1653,1653,,eggs,NNS,O
1654,1654,,in,IN,O
1655,1655,,the,DT,O
1656,1656,,wet,JJ,O
1657,1657,,sand,NN,B-SUBJ
1658,1658,,of,IN,O
1659,1659,,the,DT,O
1660,1660,,beach,NN,B-OBJ
1661,1661,,.,.,O
1662,1662,86.0,A,DT,O
1663,1663,,large,JJ,O
1664,1664,,marble,NN,B-SUBJ
1665,1665,,was,VBD,O
1666,1666,,dropped,VBN,O
1667,1667,,into,IN,O
1668,1668,,the,DT,O
1669,1669,,bowl,NN,B-OBJ
1670,1670,,.,.,O
1671,1671,87.0,Historical,JJ,O
1672,1672,,view,NN,O
1673,1673,,of,IN,O
1674,1674,,the,DT,O
1675,1675,,damage,NN,B-SUBJ
1676,1676,,caused,VBD,O
1677,1677,,by,IN,O
1678,1678,,the,DT,O
1679,1679,,1693,CD,O
1680,1680,,Catania,NNP,O
1681,1681,,earthquake,NN,B-OBJ
1682,1682,,and,CC,O
1683,1683,,the,DT,O
1684,1684,,reconstruction,NN,O
1685,1685,,activities,NNS,O
1686,1686,,.,.,O
1687,1687,88.0,AI,NNP,O
1688,1688,,requested,VBD,O
1689,1689,,that,IN,O
1690,1690,,the,DT,O
1691,1691,,perpetrators,NNS,O
1692,1692,,be,VB,O
1693,1693,,prosecuted,VBN,O
1694,1694,,to,TO,O
1695,1695,,the,DT,O
1696,1696,,fullest,JJS,O
1697,1697,,extent,NN,O
1698,1698,,of,IN,O
1699,1699,,the,DT,O
1700,1700,,law,NN,O
1701,1701,,",",",",O
1702,1702,,that,IN,O
1703,1703,,adequate,JJ,O
1704,1704,,compensation,NN,O
1705,1705,,be,VB,O
1706,1706,,provided,VBN,O
1707,1707,,to,TO,O
1708,1708,,the,DT,O
1709,1709,,victims,NNS,O
1710,1710,,and,CC,O
1711,1711,,that,IN,O
1712,1712,,senior,JJ,O
1713,1713,,government,NN,O
1714,1714,,and,CC,O
1715,1715,,police,NN,O
1716,1716,,officials,NNS,O
1717,1717,,offer,VBP,O
1718,1718,,apologies,NNS,O
1719,1719,,for,IN,O
1720,1720,,the,DT,O
1721,1721,,suffering,NN,B-SUBJ
1722,1722,,caused,VBN,O
1723,1723,,by,IN,O
1724,1724,,the,DT,O
1725,1725,,responsible,JJ,O
1726,1726,,police,NN,O
1727,1727,,officers,NNS,B-OBJ
1728,1728,,.,.,O
1729,1729,89.0,The,DT,O
1730,1730,,findings,NNS,B-SUBJ
1731,1731,,have,VBP,O
1732,1732,,been,VBN,O
1733,1733,,published,VBN,O
1734,1734,,in,IN,O
1735,1735,,a,DT,O
1736,1736,,special,JJ,O
1737,1737,,section,NN,B-OBJ
1738,1738,,of,IN,O
1739,1739,,the,DT,O
1740,1740,,academic,JJ,O
1741,1741,,journal,NN,O
1742,1742,,Archives,NNS,O
1743,1743,,of,IN,O
1744,1744,,Sexual,NNP,O
1745,1745,,Behavior,NNP,O
1746,1746,,.,.,O
1747,1747,90.0,An,DT,O
1748,1748,,Amtrak,NNP,O
1749,1749,,passenger,NN,B-SUBJ
1750,1750,,who,WP,O
1751,1751,,alarmed,VBN,O
1752,1752,,fellow,JJ,O
1753,1753,,passengers,NNS,O
1754,1754,,by,IN,O
1755,1755,,talking,VBG,O
1756,1756,,about,IN,O
1757,1757,,terrorist,JJ,O
1758,1758,,threats,NNS,O
1759,1759,,on,IN,O
1760,1760,,a,DT,O
1761,1761,,cellphone,NN,O
1762,1762,,was,VBD,O
1763,1763,,pulled,VBN,O
1764,1764,,from,IN,O
1765,1765,,the,DT,O
1766,1766,,train,NN,B-OBJ
1767,1767,,and,CC,O
1768,1768,,is,VBZ,O
1769,1769,,being,VBG,O
1770,1770,,held,VBN,O
1771,1771,,in,IN,O
1772,1772,,Colorado,NNP,O
1773,1773,,.,.,O
1774,1774,91.0,The,DT,O
1775,1775,,introduction,NN,B-SUBJ
1776,1776,,in,IN,O
1777,1777,,the,DT,O
1778,1778,,book,NN,B-OBJ
1779,1779,,is,VBZ,O
1780,1780,,a,DT,O
1781,1781,,summary,NN,O
1782,1782,,of,IN,O
1783,1783,,what,WP,O
1784,1784,,is,VBZ,O
1785,1785,,in,IN,O
1786,1786,,the,DT,O
1787,1787,,text,NN,O
1788,1788,,.,.,O
1789,1789,92.0,The,DT,O
1790,1790,,second,JJ,O
1791,1791,,simulation,NN,B-SUBJ
1792,1792,,was,VBD,O
1793,1793,,started,VBN,O
1794,1794,,from,IN,O
1795,1795,,the,DT,O
1796,1796,,uncomplexed,JJ,O
1797,1797,,x-ray,JJ,O
1798,1798,,structure,NN,B-OBJ
1799,1799,,after,IN,O
1800,1800,,insertion,NN,O
1801,1801,,of,IN,O
1802,1802,,the,DT,O
1803,1803,,ligand,NN,O
1804,1804,,into,IN,O
1805,1805,,the,DT,O
1806,1806,,binding,JJ,O
1807,1807,,site,NN,O
1808,1808,,.,.,O
1809,1809,93.0,This,DT,O
1810,1810,,user,NN,B-SUBJ
1811,1811,,plays,VBZ,O
1812,1812,,games,NNS,O
1813,1813,,on,IN,O
1814,1814,,a,DT,O
1815,1815,,portable,JJ,O
1816,1816,,console,NN,B-OBJ
1817,1817,,.,.,O
1818,1818,94.0,The,DT,O
1819,1819,,ambitious,JJ,O
1820,1820,,Eurasia,NNP,O
1821,1821,,exhibition,NN,B-SUBJ
1822,1822,,arose,VBD,O
1823,1823,,from,IN,O
1824,1824,,an,DT,O
1825,1825,,idea,NN,B-OBJ
1826,1826,,by,IN,O
1827,1827,,Achille,NNP,O
1828,1828,,Bonito,NNP,O
1829,1829,,Oliva,NNP,O
1830,1830,,.,.,O
1831,1831,95.0,The,DT,O
1832,1832,,driver,NN,B-SUBJ
1833,1833,,of,IN,O
1834,1834,,the,DT,O
1835,1835,,cement,NN,O
1836,1836,,truck,NN,O
1837,1837,,cleaned,VBD,O
1838,1838,,the,DT,O
1839,1839,,loading,NN,O
1840,1840,,chute,NN,O
1841,1841,,on,IN,O
1842,1842,,his,PRP$,O
1843,1843,,truck,NN,O
1844,1844,,with,IN,O
1845,1845,,a,DT,O
1846,1846,,truck-mounted,JJ,O
1847,1847,,water,NN,O
1848,1848,,hose,NN,B-OBJ
1849,1849,,and,CC,O
1850,1850,,began,VBD,O
1851,1851,,to,TO,O
1852,1852,,pull,VB,O
1853,1853,,away,RP,O
1854,1854,,.,.,O
1855,1855,96.0,The,DT,O
1856,1856,,Marshall,NNP,O
1857,1857,,Plan,NNP,O
1858,1858,,also,RB,O
1859,1859,,provided,VBD,O
1860,1860,,a,DT,O
1861,1861,,way,NN,O
1862,1862,,of,IN,O
1863,1863,,gaining,VBG,O
1864,1864,,public,JJ,O
1865,1865,,acceptance,NN,O
1866,1866,,in,IN,O
1867,1867,,Europe,NNP,O
1868,1868,,for,IN,O
1869,1869,,the,DT,O
1870,1870,,New,NNP,O
1871,1871,,Deal,NNP,O
1872,1872,,format,NN,O
1873,1873,,that,IN,O
1874,1874,,the,DT,O
1875,1875,,United,NNP,O
1876,1876,,States,NNPS,O
1877,1877,,had,VBD,O
1878,1878,,successfully,RB,O
1879,1879,,used,VBN,O
1880,1880,,before,IN,O
1881,1881,,the,DT,O
1882,1882,,war,NN,O
1883,1883,,to,TO,O
