,Sentence #,tok,pos,tag
1169,,rather,RB,O
1170,,solitary,JJ,O
1171,,dragons,NNS,O
1172,,ever,RB,O
1173,,known,VBN,O
1174,,",",",",O
1175,,joined,VBD,O
1176,,the,DT,O
1177,,desperate,JJ,O
1178,,battle,NN,O
1179,,with,IN,O
1180,,the,DT,O
1181,,blues,NNS,O
1182,,and,CC,O
1183,,silvers,NNS,O
1184,,against,IN,O
1185,,Chaos,NNP,O
1186,,.,.,O
1187,63,As,IN,O
1188,,a,DT,O
1189,,control,NN,O
1190,,",",",",O
1191,,cowpea,NN,B-SUBJ
1192,,was,VBD,O
1193,,sealed,VBN,O
1194,,in,IN,O
1195,,double,JJ,B-OBJ
1196,,bags,NNS,I-OBJ
1197,,without,IN,O
1198,,fumigant,NN,O
1199,,.,.,O
1200,64,The,DT,O
1201,,infectious,JJ,O
1202,,bacterial,JJ,O
1203,,disease,NN,O
1204,,brucellosis,NNS,B-SUBJ
1205,,has,VBZ,O
1206,,been,VBN,O
1207,,found,VBN,O
1208,,in,IN,O
1209,,a,DT,O
1210,,beef,NN,O
1211,,cow,NN,B-OBJ
1212,,in,IN,O
1213,,eastern,JJ,O
1214,,Idaho,NNP,O
1215,,.,.,O
1216,65,As,IN,O
1217,,the,DT,O
1218,,Anglo-Norman,JJ,O
1219,,force,NN,O
1220,,sustained,VBD,O
1221,,but,CC,O
1222,,little,JJ,O
1223,,loss,NN,O
1224,,in,IN,O
1225,,this,DT,O
1226,,battle,NN,O
1227,,",",",",O
1228,,their,PRP$,O
1229,,archers,NNS,O
1230,,at,IN,O
1231,,the,DT,O
1232,,onset,NN,O
1233,,showered,VBD,O
1234,,a,DT,O
1235,,hail,NN,O
1236,,of,IN,O
1237,,arrows,NNS,O
1238,,upon,IN,O
1239,,the,DT,O
1240,,Irish,JJ,O
1241,,host,NN,O
1242,,who,WP,O
1243,,were,VBD,O
1244,,not,RB,O
1245,,protected,VBN,O
1246,,with,IN,O
1247,,mail,NN,O
1248,,armour,NN,O
1249,,",",",",O
1250,,and,CC,O
1251,,shot,VBD,O
1252,,them,PRP,O
1253,,down,RB,O
1254,,in,IN,O
1255,,hundreds,NNS,O
1256,,before,IN,O
1257,,they,PRP,O
1258,,could,MD,O
1259,,get,VB,O
1260,,to,TO,O
1261,,close,VB,O
1262,,quarters,NNS,O
1263,,;,:,O
1264,,and,CC,O
1265,,then,RB,O
1266,,the,DT,O
1267,,charge,NN,O
1268,,of,IN,O
1269,,the,DT,O
1270,,heavy,JJ,O
1271,,Anglo-Norman,JJ,O
1272,,cavalry,NN,O
1273,,of,IN,O
1274,,mail-clad,JJ,O
1275,,knights,NNS,O
1276,,",",",",O
1277,,completed,VBD,O
1278,,the,DT,O
1279,,havoc,NN,O
1280,,and,CC,O
1281,,rout,NN,B-SUBJ
1282,,of,IN,O
1283,,the,DT,O
1284,,undisciplined,JJ,O
1285,,Gaelic,JJ,O
1286,,hosts,NNS,B-OBJ
1287,,.,.,O
1288,66,The,DT,O
1289,,first,JJ,O
1290,,incarnation,NN,O
1291,,of,IN,O
1292,,this,DT,O
1293,,series,NN,O
1294,,was,VBD,O
1295,,set,VBN,O
1296,,in,IN,O
1297,,the,DT,O
1298,,1940s,NNS,O
1299,,",",",",O
1300,,during,IN,O
1301,,World,NNP,O
1302,,War,NNP,O
1303,,II,NNP,O
1304,,",",",",O
1305,,when,WRB,O
1306,,the,DT,O
1307,,princess,NNS,B-SUBJ
1308,,left,VBD,O
1309,,her,PRP$,O
1310,,native,JJ,O
1311,,paradise,NN,O
1312,,island,NN,B-OBJ
1313,,-LRB-,-LRB-,O
1314,,where,WRB,O
1315,,Amazon,NNP,O
1316,,women,NNS,O
1317,,had,VBD,O
1318,,lived,VBN,O
1319,,for,IN,O
1320,,centuries,NNS,O
1321,,-RRB-,-RRB-,O
1322,,to,TO,O
1323,,help,VB,O
1324,,the,DT,O
1325,,U.S.,NNP,O
1326,,foil,VB,O
1327,,the,DT,O
1328,,Nazis,NNPS,O
1329,,.,.,O
1330,67,Cieply,NNP,O
1331,,'s,POS,O
1332,,story,NN,B-SUBJ
1333,,makes,VBZ,O
1334,,a,DT,O
1335,,compelling,JJ,O
1336,,point,NN,B-OBJ
1337,,about,IN,O
1338,,modern-day,JJ,O
1339,,studio,NN,O
1340,,economics,NNS,O
1341,,.,.,O
1342,68,We,PRP,O
1343,,poured,VBD,O
1344,,the,DT,O
1345,,milk,NN,B-SUBJ
1346,,into,IN,O
1347,,the,DT,O
1348,,pumpkin,NN,B-OBJ
1349,,mixture,NN,I-OBJ
1350,,.,.,O
1351,69,Lawyers,NNS,O
1352,,in,IN,O
1353,,Detroit,NNP,O
1354,,also,RB,O
1355,,worked,VBD,O
1356,,overtime,RB,O
1357,,as,IN,O
1358,,several,JJ,O
1359,,lawsuits,NNS,B-SUBJ
1360,,ensued,VBD,O
1361,,from,IN,O
1362,,angry,JJ,O
1363,,and,CC,O
1364,,injured,VBN,O
1365,,fans,NNS,B-OBJ
1366,,.,.,O
1367,70,The,DT,O
1368,,continuing,VBG,O
1369,,Nigerian,NNP,O
1370,,outbreak,NN,B-SUBJ
1371,,is,VBZ,O
1372,,the,DT,O
1373,,biggest,JJS,O
1374,,ever,RB,O
1375,,caused,VBN,O
1376,,by,IN,O
1377,,the,DT,O
1378,,vaccine,NN,B-OBJ
1379,,.,.,O
1380,71,Our,PRP$,O
1381,,mercenary,JJ,O
1382,,Army,NN,O
1383,,has,VBZ,O
1384,,now,RB,O
1385,,degenerated,VBN,O
1386,,into,IN,O
1387,,a,DT,O
1388,,Godless,NNP,O
1389,,cabal,NN,B-SUBJ
1390,,of,IN,O
1391,,mindless,JJ,O
1392,,killers,NNS,B-OBJ
1393,,not,RB,O
1394,,unlike,IN,O
1395,,the,DT,O
1396,,Soviets,NNPS,O
1397,,that,WDT,O
1398,,were,VBD,O
1399,,butchering,VBG,O
1400,,civilians,NNS,O
1401,,in,IN,O
1402,,Afghanistan,NNP,O
1403,,-LRB-,-LRB-,O
1404,,exactly,RB,O
1405,,as,RB,O
1406,,sadistically,JJ,O
1407,,as,IN,O
1408,,we,PRP,O
1409,,have,VBP,O
1410,,-RRB-,-RRB-,O
1411,,.,.,O
1412,72,The,DT,O
1413,,fire,NN,B-SUBJ
1414,,inside,IN,O
1415,,WTC,NNP,O
1416,,was,VBD,O
1417,,caused,VBN,O
1418,,by,IN,O
1419,,exploding,VBG,O
1420,,fuel,NN,B-OBJ
1421,,.,.,O
1422,73,The,DT,O
1423,,epithelium,NN,B-SUBJ
1424,,from,IN,O
1425,,the,DT,O
1426,,knockout,NN,O
1427,,mouse,NN,O
1428,,bladder,NN,O
1429,,is,VBZ,O
1430,,migrating,VBG,O
1431,,into,IN,O
1432,,the,DT,O
1433,,transplanted,VBN,O
1434,,matrix,NN,B-OBJ
1435,,.,.,O
1436,74,The,DT,O
1437,,staff,NN,B-SUBJ
1438,,was,VBD,O
1439,,removed,VBN,O
1440,,from,IN,O
1441,,his,PRP$,O
1442,,position,NN,B-OBJ
1443,,.,.,O
1444,75,The,DT,O
1445,,suffering,NN,B-SUBJ
1446,,caused,VBN,O
1447,,by,IN,O
1448,,the,DT,O
1449,,terrorists,NNS,B-OBJ
1450,,is,VBZ,O
1451,,the,DT,O
1452,,real,JJ,O
1453,,torture,NN,O
1454,,.,.,O
1455,76,This,DT,O
1456,,love,NN,B-SUBJ
1457,,of,IN,O
1458,,nature,NN,O
1459,,'s,POS,O
1460,,gift,NN,O
1461,,has,VBZ,O
1462,,been,VBN,O
1463,,reflected,VBN,O
1464,,in,IN,O
1465,,artworks,NNS,B-OBJ
1466,,dating,VBG,O
1467,,back,RP,O
1468,,more,JJR,O
1469,,than,IN,O
1470,,a,DT,O
1471,,thousand,CD,O
1472,,years,NNS,O
1473,,.,.,O
1474,77,The,DT,O
1475,,court,NN,B-SUBJ
1476,,decided,VBD,O
1477,,the,DT,O
1478,,objection,NN,O
1479,,by,IN,O
1480,,making,VBG,O
1481,,the,DT,O
1482,,instalment,JJ,O
1483,,order,NN,B-OBJ
1484,,as,IN,O
1485,,sought,VBD,O
1486,,.,.,O
1487,78,In,IN,O
1488,,a,DT,O
1489,,poetic,JJ,O
1490,,twist,NN,O
1491,,",",",",O
1492,,the,DT,O
1493,,tsunami,NN,B-SUBJ
1494,,triggered,VBD,O
1495,,by,IN,O
1496,,the,DT,O
1497,,rock,NN,O
1498,,band,NN,B-OBJ
1499,,forced,VBN,O
1500,,many,JJ,O
1501,,American,JJ,O
1502,,jazz,NN,O
1503,,and,CC,O
1504,,blues,NN,O
1505,,singers,NNS,O
1506,,to,TO,O
1507,,seek,VB,O
1508,,work,NN,O
1509,,in,IN,O
1510,,the,DT,O
1511,,United,NNP,O
1512,,Kingdom,NNP,O
1513,,",",",",O
1514,,which,WDT,O
1515,,is,VBZ,O
1516,,where,WRB,O
1517,,Anderson,NNP,O
1518,,found,VBD,O
1519,,a,DT,O
1520,,receptive,JJ,O
1521,,audience,NN,O
1522,,in,IN,O
1523,,1965,CD,O
1524,,.,.,O
1525,79,Leakage,NN,B-SUBJ
1526,,and,CC,O
1527,,fire,NN,O
1528,,caused,VBD,O
1529,,due,JJ,O
1530,,to,TO,O
1531,,corrosion,NN,B-OBJ
1532,,of,IN,O
1533,,bypass,NN,O
1534,,piping,NN,O
1535,,for,IN,O
1536,,recirculation,NN,O
1537,,gas,NN,O
1538,,at,IN,O
1539,,a,DT,O
1540,,fuel,NN,O
1541,,oil,NN,O
1542,,desulphurization,NN,O
1543,,unit,NN,O
1544,,.,.,O
1545,80,A,DT,O
1546,,team,NN,O
1547,,of,IN,O
1548,,students,NNS,O
1549,,from,IN,O
1550,,Virginia,NNP,O
1551,,Tech,NNP,O
1552,,University,NNP,O
1553,,have,VBP,O
1554,,created,VBN,O
1555,,a,DT,O
1556,,vehicle,NN,O
1557,,that,WDT,O
1558,,allows,VBZ,O
1559,,vision,NN,O
1560,,impaired,VBN,O
1561,,drivers,NNS,B-SUBJ
1562,,to,TO,O
1563,,take,VB,O
1564,,control,NN,O
1565,,of,IN,O
1566,,the,DT,O
1567,,wheel,NN,B-OBJ
1568,,.,.,O
1569,81,BMW,NNP,O
1570,,'s,POS,O
1571,,iDrive,JJ,O
1572,,4.0,NN,O
1573,,brings,VBZ,O
1574,,in,IN,O
1575,,a,DT,O
1576,,horde,NN,B-SUBJ
1577,,of,IN,O
1578,,new,JJ,O
1579,,features,NNS,B-OBJ
1580,,.,.,O
1581,82,The,DT,O
1582,,metal,NN,O
1583,,ball,NN,B-SUBJ
1584,,makes,VBZ,O
1585,,a,DT,O
1586,,ding,VBG,O
1587,,ding,JJ,O
1588,,ding,NN,O
1589,,noise,NN,B-OBJ
1590,,when,WRB,O
1591,,it,PRP,O
1592,,swings,VBZ,O
1593,,back,RB,O
1594,,and,CC,O
1595,,hits,VBZ,O
1596,,the,DT,O
1597,,metal,NN,O
1598,,body,NN,O
1599,,of,IN,O
1600,,the,DT,O
1601,,lamp,NN,O
1602,,.,.,O
1603,83,It,PRP,O
1604,,consists,VBZ,O
1605,,of,IN,O
1606,,an,DT,O
1607,,ensemble,NN,B-SUBJ
1608,,of,IN,O
1609,,ladies,NNS,B-OBJ
1610,,who,WP,O
1611,,are,VBP,O
1612,,highly,RB,O
1613,,qualified,VBN,O
1614,,to,TO,O
1615,,play,VB,O
1616,,various,JJ,O
1617,,Arabic,JJ,O
1618,,musical,JJ,O
1619,,instruments,NNS,O
1620,,.,.,O
1621,84,It,PRP,O
1622,,underscores,VBZ,O
1623,,the,DT,O
1624,,need,NN,O
1625,,for,IN,O
1626,,continued,VBN,O
1627,,surveillance,NN,O
1628,,of,IN,O
1629,,nicotine,NN,O
1630,,delivery,NN,O
1631,,in,IN,O
1632,,products,NNS,B-SUBJ
1633,,created,VBN,O
1634,,by,IN,O
1635,,an,DT,O
1636,,unregulated,JJ,O
1637,,industry,NN,B-OBJ
1638,,.,.,O
1639,85,Unlike,IN,O
1640,,other,JJ,O
1641,,fish,NN,O
1642,,",",",",O
1643,,grunion,NN,O
1644,,come,VBP,O
1645,,out,RP,O
1646,,of,IN,O
1647,,the,DT,O
1648,,water,NN,O
1649,,completely,RB,O
1650,,to,TO,O
1651,,lay,VB,O
1652,,their,PRP$,O
1653,,eggs,NNS,O
1654,,in,IN,O
1655,,the,DT,O
1656,,wet,JJ,O
1657,,sand,NN,B-SUBJ
1658,,of,IN,O
1659,,the,DT,O
1660,,beach,NN,B-OBJ
1661,,.,.,O
1662,86,A,DT,O
1663,,large,JJ,O
1664,,marble,NN,B-SUBJ
1665,,was,VBD,O
1666,,dropped,VBN,O
1667,,into,IN,O
1668,,the,DT,O
1669,,bowl,NN,B-OBJ
1670,,.,.,O
1671,87,Historical,JJ,O
1672,,view,NN,O
1673,,of,IN,O
1674,,the,DT,O
1675,,damage,NN,B-SUBJ
1676,,caused,VBD,O
1677,,by,IN,O
1678,,the,DT,O
1679,,1693,CD,O
1680,,Catania,NNP,O
1681,,earthquake,NN,B-OBJ
1682,,and,CC,O
1683,,the,DT,O
1684,,reconstruction,NN,O
1685,,activities,NNS,O
1686,,.,.,O
1687,88,AI,NNP,O
1688,,requested,VBD,O
1689,,that,IN,O
1690,,the,DT,O
1691,,perpetrators,NNS,O
1692,,be,VB,O
1693,,prosecuted,VBN,O
1694,,to,TO,O
1695,,the,DT,O
1696,,fullest,JJS,O
1697,,extent,NN,O
1698,,of,IN,O
1699,,the,DT,O
1700,,law,NN,O
1701,,",",",",O
1702,,that,IN,O
1703,,adequate,JJ,O
1704,,compensation,NN,O
1705,,be,VB,O
1706,,provided,VBN,O
1707,,to,TO,O
1708,,the,DT,O
1709,,victims,NNS,O
1710,,and,CC,O
1711,,that,IN,O
1712,,senior,JJ,O
1713,,government,NN,O
1714,,and,CC,O
1715,,police,NN,O
1716,,officials,NNS,O
1717,,offer,VBP,O
1718,,apologies,NNS,O
1719,,for,IN,O
1720,,the,DT,O
1721,,suffering,NN,B-SUBJ
1722,,caused,VBN,O
1723,,by,IN,O
1724,,the,DT,O
1725,,responsible,JJ,O
1726,,police,NN,O
1727,,officers,NNS,B-OBJ
1728,,.,.,O
1729,89,The,DT,O
1730,,findings,NNS,B-SUBJ
1731,,have,VBP,O
1732,,been,VBN,O
1733,,published,VBN,O
1734,,in,IN,O
1735,,a,DT,O
1736,,special,JJ,O
1737,,section,NN,B-OBJ
1738,,of,IN,O
1739,,the,DT,O
1740,,academic,JJ,O
1741,,journal,NN,O
1742,,Archives,NNS,O
1743,,of,IN,O
1744,,Sexual,NNP,O
1745,,Behavior,NNP,O
1746,,.,.,O
1747,90,An,DT,O
1748,,Amtrak,NNP,O
1749,,passenger,NN,B-SUBJ
1750,,who,WP,O
1751,,alarmed,VBN,O
1752,,fellow,JJ,O
1753,,passengers,NNS,O
1754,,by,IN,O
1755,,talking,VBG,O
1756,,about,IN,O
1757,,terrorist,JJ,O
1758,,threats,NNS,O
1759,,on,IN,O
1760,,a,DT,O
1761,,cellphone,NN,O
1762,,was,VBD,O
1763,,pulled,VBN,O
1764,,from,IN,O
1765,,the,DT,O
1766,,train,NN,B-OBJ
1767,,and,CC,O
1768,,is,VBZ,O
1769,,being,VBG,O
1770,,held,VBN,O
1771,,in,IN,O
1772,,Colorado,NNP,O
1773,,.,.,O
1774,91,The,DT,O
1775,,introduction,NN,B-SUBJ
1776,,in,IN,O
1777,,the,DT,O
1778,,book,NN,B-OBJ
1779,,is,VBZ,O
1780,,a,DT,O
1781,,summary,NN,O
1782,,of,IN,O
1783,,what,WP,O
1784,,is,VBZ,O
1785,,in,IN,O
1786,,the,DT,O
1787,,text,NN,O
1788,,.,.,O
1789,92,The,DT,O
1790,,second,JJ,O
1791,,simulation,NN,B-SUBJ
1792,,was,VBD,O
1793,,started,VBN,O
1794,,from,IN,O
1795,,the,DT,O
1796,,uncomplexed,JJ,O
1797,,x-ray,JJ,O
1798,,structure,NN,B-OBJ
1799,,after,IN,O
1800,,insertion,NN,O
1801,,of,IN,O
1802,,the,DT,O
1803,,ligand,NN,O
1804,,into,IN,O
1805,,the,DT,O
1806,,binding,JJ,O
1807,,site,NN,O
1808,,.,.,O
1809,93,This,DT,O
1810,,user,NN,B-SUBJ
1811,,plays,VBZ,O
1812,,games,NNS,O
1813,,on,IN,O
1814,,a,DT,O
1815,,portable,JJ,O
1816,,console,NN,B-OBJ
1817,,.,.,O
1818,94,The,DT,O
1819,,ambitious,JJ,O
1820,,Eurasia,NNP,O
1821,,exhibition,NN,B-SUBJ
1822,,arose,VBD,O
1823,,from,IN,O
1824,,an,DT,O
1825,,idea,NN,B-OBJ
1826,,by,IN,O
1827,,Achille,NNP,O
1828,,Bonito,NNP,O
1829,,Oliva,NNP,O
1830,,.,.,O
1831,95,The,DT,O
1832,,driver,NN,B-SUBJ
1833,,of,IN,O
1834,,the,DT,O
1835,,cement,NN,O
1836,,truck,NN,O
1837,,cleaned,VBD,O
1838,,the,DT,O
1839,,loading,NN,O
1840,,chute,NN,O
1841,,on,IN,O
1842,,his,PRP$,O
1843,,truck,NN,O
1844,,with,IN,O
1845,,a,DT,O
1846,,truck-mounted,JJ,O
1847,,water,NN,O
1848,,hose,NN,B-OBJ
1849,,and,CC,O
1850,,began,VBD,O
1851,,to,TO,O
1852,,pull,VB,O
1853,,away,RP,O
1854,,.,.,O
1855,96,The,DT,O
1856,,Marshall,NNP,O
1857,,Plan,NNP,O
1858,,also,RB,O
1859,,provided,VBD,O
1860,,a,DT,O
1861,,way,NN,O
1862,,of,IN,O
1863,,gaining,VBG,O
1864,,public,JJ,O
1865,,acceptance,NN,O
1866,,in,IN,O
1867,,Europe,NNP,O
1868,,for,IN,O
1869,,the,DT,O
1870,,New,NNP,O
1871,,Deal,NNP,O
1872,,format,NN,O
1873,,that,IN,O
1874,,the,DT,O
1875,,United,NNP,O
1876,,States,NNPS,O
1877,,had,VBD,O
1878,,successfully,RB,O
1879,,used,VBN,O
1880,,before,IN,O
1881,,the,DT,O
1882,,war,NN,O
1883,,to,TO,O
1884,,end,VB,O
1885,,the,DT,O
1886,,recession,NN,B-SUBJ
1887,,triggered,VBN,O
1888,,by,IN,O
1889,,the,DT,O
1890,,1929,CD,O
1891,,Wall,NNP,O
1892,,Street,NNP,O
1893,,crash,NN,B-OBJ
1894,,.,.,O
1895,97,In,IN,O
1896,,the,DT,O
1897,,corner,NN,O
1898,,there,EX,O
1899,,are,VBP,O
1900,,several,JJ,O
1901,,gate,NN,O
1902,,captains,NNS,O
1903,,and,CC,O
1904,,a,DT,O
1905,,legion,NN,B-SUBJ
1906,,of,IN,O
1907,,Wu,NNP,O
1908,,crossbowmen,NN,B-OBJ
1909,,.,.,O
1910,98,Once,IN,O
1911,,they,PRP,O
1912,,grow,VBP,O
1913,,there,RB,O
1914,,",",",",O
1915,,the,DT,O
1916,,swelling,NN,B-SUBJ
1917,,and,CC,O
1918,,inflammation,NN,O
1919,,caused,VBN,O
1920,,by,IN,O
1921,,the,DT,O
1922,,infection,NN,B-OBJ
1923,,closes,VBZ,O
1924,,off,IN,O
1925,,the,DT,O
1926,,sac,NN,O
1927,,",",",",O
1928,,causing,VBG,O
1929,,it,PRP,O
1930,,not,RB,O
1931,,to,TO,O
1932,,``,``,O
1933,,shed,VB,O
1934,,'','',O
1935,,bacteria,NNS,O
1936,,",",",",O
1937,,and,CC,O
1938,,protecting,VBG,O
1939,,the,DT,O
1940,,bacteria,NNS,O
1941,,inside,RB,O
1942,,from,IN,O
1943,,antibiotics,NNS,O
1944,,and,CC,O
1945,,your,PRP$,O
1946,,body,NN,O
1947,,'s,POS,O
1948,,own,JJ,O
1949,,immune,JJ,O
1950,,cells,NNS,O
1951,,.,.,O
1952,99,Guitars,NNS,O
1953,,are,VBP,O
1954,,played,VBN,O
1955,,acoustically,RB,O
1956,,;,:,O
1957,,the,DT,O
1958,,tone,NN,B-SUBJ
1959,,is,VBZ,O
1960,,produced,VBN,O
1961,,by,IN,O
1962,,the,DT,O
1963,,vibration,NN,B-OBJ
1964,,of,IN,O
1965,,the,DT,O
1966,,strings,NNS,O
1967,,which,WDT,O
1968,,is,VBZ,O
1969,,amplified,VBN,O
1970,,by,IN,O
1971,,the,DT,O
1972,,body,NN,O
1973,,of,IN,O
1974,,the,DT,O
1975,,guitar,NN,O
1976,,",",",",O
1977,,which,WDT,O
1978,,acts,VBZ,O
1979,,as,IN,O
1980,,a,DT,O
1981,,large,JJ,O
1982,,hollow,JJ,O
1983,,resonating,NN,O
1984,,chamber,NN,O
1985,,",",",",O
1986,,or,CC,O
1987,,they,PRP,O
1988,,may,MD,O
1989,,rely,VB,O
1990,,on,IN,O
1991,,an,DT,O
1992,,amplifier,NN,O
1993,,that,WDT,O
1994,,can,MD,O
1995,,electronically,RB,O
1996,,manipulate,VB,O
1997,,tone,NN,O
1998,,.,.,O
1999,100,Flowers,NNS,O
2000,,are,VBP,O
2001,,reborn,VBG,O
2002,,from,IN,O
2003,,the,DT,O
2004,,soil,NN,O
2005,,and,CC,O
2006,,the,DT,O
2007,,climate,NN,O
2008,,begins,VBZ,O
2009,,to,TO,O
2010,,warm,VB,O
2011,,",",",",O
2012,,all,DT,O
2013,,set,NN,O
2014,,to,TO,O
2015,,a,DT,O
2016,,score,NN,B-SUBJ
2017,,improvised,VBD,O
2018,,by,IN,O
2019,,an,DT,O
2020,,orchestra,NN,B-OBJ
2021,,of,IN,O
2022,,birds,NNS,O
2023,,.,.,O
2024,101,He,PRP,O
2025,,posted,VBD,O
2026,,the,DT,O
2027,,answers,NNS,B-SUBJ
2028,,to,TO,O
2029,,the,DT,O
2030,,website,NN,B-OBJ
2031,,.,.,O
2032,102,Arcane,NNP,O
2033,,Subtlety,NNP,O
2034,,reduced,VBD,O
2035,,the,DT,O
2036,,threat,NN,O
2037,,caused,VBD,O
2038,,by,IN,O
2039,,Polymorph,NNP,O
2040,,by,IN,O
2041,,40,CD,O
2042,,%,NN,O
2043,,at,IN,O
2044,,max,NN,O
2045,,rank,NN,O
2046,,",",",",O
2047,,though,IN,O
2048,,the,DT,O
2049,,threat,NN,B-SUBJ
2050,,caused,VBN,O
2051,,by,IN,O
2052,,the,DT,O
2053,,spell,NN,B-OBJ
2054,,is,VBZ,O
2055,,minimal,JJ,O
2056,,.,.,O
2057,103,A,DT,O
2058,,programmer,NN,B-SUBJ
2059,,uses,VBZ,O
2060,,a,DT,O
2061,,high,JJ,O
2062,,level,NN,O
2063,,language,NN,B-OBJ
2064,,to,TO,O
2065,,implement,VB,O
2066,,its,PRP$,O
2067,,algorithms,NNS,O
2068,,.,.,O
2069,104,The,DT,O
2070,,beautiful,JJ,O
2071,,hydrothermal,NN,O
2072,,features,VBZ,O
2073,,in,IN,O
2074,,the,DT,O
2075,,park,NN,O
2076,,-LRB-,-LRB-,O
2077,,geysers,NNS,O
2078,,",",",",O
2079,,hot,JJ,O
2080,,springs,NNS,O
2081,,",",",",O
2082,,mud,NN,O
2083,,pots,NNS,O
2084,,",",",",O
2085,,etc.,FW,O
2086,,-RRB-,-RRB-,O
2087,,",",",",O
2088,,the,DT,O
2089,,uplift,NN,O
2090,,and,CC,O
2091,,subsidence,NN,O
2092,,",",",",O
2093,,and,CC,O
2094,,many,JJ,O
2095,,of,IN,O
2096,,the,DT,O
2097,,earthquakes,NNS,B-SUBJ
2098,,are,VBP,O
2099,,caused,VBN,O
2100,,by,IN,O
2101,,the,DT,O
2102,,movements,NNS,B-OBJ
2103,,of,IN,O
2104,,hydrothermal,JJ,O
2105,,and/or,JJ,O
2106,,magmatic,JJ,O
2107,,fluids,NNS,O
2108,,.,.,O
2109,105,Flowers,NNS,O
2110,,are,VBP,O
2111,,nice,JJ,O
2112,,",",",",O
2113,,but,CC,O
2114,,do,VBP,O
2115,,n't,RB,O
2116,,last,VB,O
2117,,very,RB,O
2118,,long,JJ,O
2119,,and,CC,O
2120,,the,DT,O
2121,,fruit,NN,B-SUBJ
2122,,in,IN,O
2123,,a,DT,O
2124,,fruit,NN,O
2125,,basket,NN,B-OBJ
2126,,often,RB,O
2127,,goes,VBZ,O
2128,,bad,JJ,O
2129,,.,.,O
2130,106,He,PRP,O
2131,,decided,VBD,O
2132,,to,TO,O
2133,,pad,VB,O
2134,,the,DT,O
2135,,heel,NN,B-SUBJ
2136,,of,IN,O
2137,,shoes,NNS,B-OBJ
2138,,with,IN,O
2139,,a,DT,O
2140,,shock,NN,O
2141,,absorbing,VBG,O
2142,,insole,NN,O
2143,,or,CC,O
2144,,heel,NN,O
2145,,pad,NN,O
2146,,.,.,O
2147,107,From,IN,O
2148,,the,DT,O
2149,,Scots,NNPS,O
2150,,-LRB-,-LRB-,O
2151,,Lingle,NNP,O
2152,,-RRB-,-RRB-,O
2153,,and,CC,O
2154,,French,NNP,O
2155,,-LRB-,-LRB-,O
2156,,Ligneul,NNP,O
2157,,",",",",O
2158,,Lignoul,NNP,O
2159,,-RRB-,-RRB-,O
2160,,",",",",O
2161,,comes,VBZ,O
2162,,a,DT,O
2163,,shoemaker,NN,B-SUBJ
2164,,'s,POS,O
2165,,sewing,VBG,O
2166,,thread,NN,B-OBJ
2167,,",",",",O
2168,,waxed,VBN,O
2169,,and,CC,O
2170,,bristled,VBD,O
2171,,-LRB-,-LRB-,O
2172,,See,VB,O
2173,,Waxed,NNP,O
2174,,End,NNP,O
2175,,-RRB-,-RRB-,O
2176,,.,.,O
2177,108,One,CD,O
2178,,tablet,NN,B-SUBJ
2179,,per,IN,O
2180,,quart,NN,O
2181,,was,VBD,O
2182,,dropped,VBN,O
2183,,into,IN,O
2184,,a,DT,O
2185,,canteen,NN,B-OBJ
2186,,and,CC,O
2187,,made,VBN,O
2188,,the,DT,O
2189,,water,NN,O
2190,,safe,JJ,O
2191,,to,TO,O
2192,,drink,VB,O
2193,,.,.,O
2194,109,The,DT,O
2195,,tiny,JJ,O
2196,,image,NN,B-SUBJ
2197,,of,IN,O
2198,,the,DT,O
2199,,Renaissance,NNP,O
2200,,master,NN,O
2201,,is,VBZ,O
2202,,hidden,VBN,O
2203,,in,IN,O
2204,,a,DT,O
2205,,carafe,NN,B-OBJ
2206,,of,IN,O
2207,,wine,NN,O
2208,,in,IN,O
2209,,his,PRP$,O
2210,,1597,CD,O
2211,,oil,NN,O
2212,,painting,NN,O
2213,,Bacchus,NNS,O
2214,,",",",",O
2215,,one,CD,O
2216,,of,IN,O
2217,,his,PRP$,O
2218,,most,RBS,O
2219,,acclaimed,JJ,O
2220,,works,NNS,O
2221,,.,.,O
2222,110,Then,RB,O
2223,,I,PRP,O
2224,,swept,VBD,O
2225,,up,RP,O
2226,,the,DT,O
2227,,dust,NN,O
2228,,",",",",O
2229,,which,WDT,O
2230,,looked,VBD,O
2231,,like,IN,O
2232,,sawdust,NN,O
2233,,",",",",O
2234,,and,CC,O
2235,,put,VBD,O
2236,,it,PRP,O
2237,,in,IN,O
2238,,a,DT,O
2239,,plastic,JJ,B-SUBJ
2240,,container,NN,I-SUBJ
2241,,",",",",O
2242,,which,WDT,O
2243,,was,VBD,O
2244,,in,IN,O
2245,,a,DT,O
2246,,cabinet,NN,B-OBJ
2247,,under,IN,O
2248,,the,DT,O
2249,,granite,NN,O
2250,,counter,NN,O
2251,,top,NN,O
2252,,.,.,O
2253,111,In,IN,O
2254,,the,DT,O
2255,,former,JJ,O
2256,,method,NN,O
2257,,the,DT,O
2258,,acetone,NN,B-SUBJ
2259,,was,VBD,O
2260,,distilled,VBN,O
2261,,from,IN,O
2262,,an,DT,O
2263,,allraline,JJ,O
2264,,solution,NN,B-OBJ
2265,,after,IN,O
2266,,the,DT,O
2267,,excess,JJ,O
2268,,oxidant,NN,O
2269,,had,VBD,O
2270,,been,VBN,O
